participant,Word,age,gender,race,native_lang,other_langs,place_of_birth,Item,Condition,Type,Sentences,response.corr,response.rt,PhrasalVerb,Frequency,Predictability,OnsetTime,OffsetTime,Duration,accuracy,nrows,trial,response_time,corpus_size,frequency_per_million,log_freq,log_predic,log_rt
114744,sprang up,,,,,,,45,Experimental,Phrasal Verb,The flowers sprang up after a heavy rainstorm.,1,1.7719999999999345,0,938309,0.356795,0.817,0.916,0.099,0.8215297450424929,371,296,0.9549999999999346,1064910000000,0.8811157750420223,-0.12656624846536335,-1.030593891827387,-0.04604393850147532
114744,felt up,,,,,,,156,Experimental,Phrasal Verb,He felt up the fabric to check its texture.,1,1.3276000000239492,1,27264,2.97e-4,0.551,0.613,0.062,0.8215297450424929,371,297,0.7766000000239491,1064910000000,0.02560216356311801,-3.6650784168834454,-8.121778419161574,-0.25282986165373167
114744,mockups,,,,,,,252,Experimental,Word-Internal,The designer showcased a series of mockups to the client.,0,3.93879999995238,NA,23699,NA,1.973,2.042,0.069,0.8215297450424929,371,300,1.9657999999523799,1064910000000,0.02225446281845414,-3.805212714372288,NA,0.6758992871261676
114744,zip up,,,,,,,167,Experimental,Phrasal Verb,It's important to zip up your jacket when going outside in the winter.,1,2.2561000000239346,1,24184,0.010942,1.003,1.085,0.082,0.8215297450424929,371,301,1.2531000000239347,1064910000000,0.022709900367167177,-3.7849543100531937,-4.515146683340503,0.22562048120820272
114744,update,,,,,,,336,Experimental,Word-Internal,The software developer released an update to address the reported bugs.,1,2.9329999999999927,NA,5822368,NA,1.581,1.669,0.088,0.8215297450424929,371,306,1.3519999999999928,1064910000000,5.467474246649951,1.6988167632970526,NA,0.30158497762076697
114744,stirrups,,,,,,,284,Experimental,Word-Internal,The rider adjusted the stirrups on the saddle before mounting the horse.,0,3.2953999999763255,NA,364285,NA,1.239,1.348,0.109,0.8215297450424929,371,310,2.0563999999763256,1064910000000,0.34208055140810023,-1.0727090392194283,NA,0.7209568811877
114744,carry up,,,,,,,160,Experimental,Phrasal Verb,She wanted to carry up the heavy boxes to the attic.,1,3.3644999999999072,0,67433,0.00207,0.814,0.896,0.082,0.8215297450424929,371,311,2.550499999999907,1064910000000,0.06332272210797156,-2.75951105519071,-6.18020667170486,0.9362894183808078
114744,size up,,,,,,,164,Experimental,Phrasal Verb,He sized up his opponent before the match.,1,1.5232000000476091,1,20086,2.81e-4,0.65,0.747,0.097,0.8215297450424929,371,312,0.8732000000476091,1064910000000,0.018861687842165065,-3.9706225125592036,-8.177155888630528,-0.13559065425182565
114744,rupturing,,,,,,,206,Experimental,Word-Internal,The rupturing of the water pipe caused a flood in the basement.,0,3.553200000047582,NA,106538,NA,0.254,0.345,0.091,0.8215297450424929,371,314,3.299200000047582,1064910000000,0.10004413518513301,-2.3021438385097963,NA,1.193680014854926
114744,holed up,,,,,,,63,Experimental,Phrasal Verb,The fugitive holed up in a remote cabin to avoid capture.,0,3.359299999952327,0,183493,1.279919,1.056,1.164,0.108,0.8215297450424929,371,316,2.303299999952327,1064910000000,0.17230845799175518,-1.7584690479023108,0.24679679467918306,0.8343428772060251
114744,upsetting,,,,,,,302,Experimental,Word-Internal,The news of the accident was deeply upsetting to the entire community.,0,3.8942999999521817,NA,919547,NA,1.577,1.647,0.07,0.8215297450424929,371,317,2.3172999999521817,1064910000000,0.8634973847555193,-0.14676441005601876,NA,0.8404027148210628
114744,using up,,,,,,,193,Experimental,Phrasal Verb,They're using up the remaining paint for the project.,1,1.553000000000111,1,154813,0.001158,0.642,0.707,0.065,0.8215297450424929,371,318,0.9110000000001109,1064910000000,0.14537660459569354,-1.928427630572625,-6.7610608998313335,-0.09321238172205695
114744,fired up,,,,,,,105,Experimental,Phrasal Verb,They fired up the grill to prepare a delicious barbecue.,1,1.3597000000477237,1,200671,0.02077799,0.612,0.666,0.054,0.8215297450424929,371,319,0.7477000000477237,1064910000000,0.1884393986346264,-1.6689788164384158,-3.873861025612188,-0.2907534509124398
114744,bid up,,,,,,,158,Experimental,Phrasal Verb,Investors often bid up shares of companies beyond reason.,1,2.2546999999285617,0,64448,0.009605714,1.199,1.287,0.088,0.8215297450424929,371,321,1.0556999999285617,1064910000000,0.06051966832877896,-2.8047868704342536,-4.645397149241236,0.054204053945842955
114744,dig up,,,,,,,148,Experimental,Phrasal Verb,They dug up buried treasure in the backyard.,1,1.5073999999760872,1,318001,0.080375519,0.458,0.54,0.082,0.8215297450424929,371,322,1.0493999999760872,1064910000000,0.29861772356349364,-1.2085910401010302,-2.521045639213475,0.048218572247687254
114744,blows up,,,,,,,146,Experimental,Phrasal Verb,The balloon blew up with a loud pop.,1,1.757400000095231,1,85761,0.024490072,0.936,1.039,0.103,0.8215297450424929,371,323,0.821400000095231,1064910000000,0.0805335662168634,-2.51908120982808,-3.7094874680468823,-0.19674507734374147
114744,coupling,,,,,,,332,Experimental,Word-Internal,The coupling of the two ideas resulted in a unique and innovative solution.,1,2.6150999999047144,NA,4772563,NA,0.436,0.528,0.092,0.8215297450424929,371,324,2.1790999999047145,1064910000000,4.481658543914509,1.4999931886110258,NA,0.7789119474770118
114744,uprising,,,,,,,316,Experimental,Word-Internal,The uprising against the oppressive regime demanded justice and freedom.,1,1.417399999976169,NA,2104385,NA,0.345,0.426,0.081,0.8215297450424929,371,325,1.072399999976169,1064910000000,1.9761153524711008,0.6811329743784494,NA,0.06989912735744513
114744,tied up,,,,,,,32,Experimental,Phrasal Verb,She tied up all the loose ends before going for a run.,1,1.2697999999522835,1,1360221,0.121702,0.494,0.565,0.071,0.8215297450424929,371,326,0.7757999999522835,1064910000000,1.2773107586556611,0.24475689799805223,-2.106179845269951,-0.25386052403777637
114744,suppleness,,,,,,,222,Experimental,Word-Internal,The yoga class improved her suppleness and flexibility.,1,3.281100000023798,NA,110635,NA,1.419,1.496,0.077,0.8215297450424929,371,327,1.8621000000237982,1064910000000,0.10389140866364294,-2.264409072807456,NA,0.6217048831183599
114744,slide up,,,,,,,175,Experimental,Phrasal Verb,He slid up the slippery slope.,1,1.5975000000000819,0,39633,0.004898,0.504,0.587,0.083,0.8215297450424929,371,329,1.0935000000000819,1064910000000,0.037217229625038734,-3.290983462966024,-5.318928320452161,0.08938356113476033
114744,mixup,,,,,,,240,Experimental,Word-Internal,"There was a mixup with the hotel reservation, causing confusion at check-in.",1,1.6001000000237582,NA,31112,NA,0.642,0.73,0.088,0.8215297450424929,371,330,0.9581000000237582,1064910000000,0.029215614465072166,-3.5330519706769046,NA,-0.042803122300512225
114744,brought up,,,,,,,14,Experimental,Phrasal Verb,She brought up an interesting topic during the discussion.,0,2.6067000000477947,1,3632915,0.048904,0.52,0.58,0.06,0.8215297450424929,371,332,2.0867000000477947,1064910000000,3.4114760871810765,1.2271450677752518,-3.0178960862557127,0.7355838707801065
114744,sat up,,,,,,,23,Experimental,Phrasal Verb,He sat up the girl so she'd stop crying.,1,1.5336000000238528,1,2181924,0.051248,0.532,0.629,0.097,0.8215297450424929,371,334,1.0016000000238527,1064910000000,2.0489280784291632,0.7173167678252745,-2.9710786861153347,0.0015987213875116677
114744,soaks up,,,,,,,100,Experimental,Phrasal Verb,The sponge soaks up the spilled liquid from the countertop.,1,2.4563999999761563,1,30500,0.233212522,0.982,1.07,0.088,0.8215297450424929,371,335,1.4743999999761563,1064910000000,0.028640918011850768,-3.5529188839169845,-1.455805129549458,0.3882511273573047
114744,follow up,,,,,,,38,Experimental,Phrasal Verb,The army decided to follow up the air assault with a ground invasion.,0,3.601299999952289,1,1074735,0.020775,1.459,1.516,0.057,0.8215297450424929,371,337,2.142299999952289,1064910000000,1.0092261317857847,0.00918383101451987,-3.8740049382406254,0.7618800182187659
114744,grew up,,,,,,,11,Experimental,Phrasal Verb,I grew up in a small town in the countryside.,1,1.2963000000715965,0,4152205,0.209426,0.514,0.617,0.103,0.8215297450424929,371,338,0.7823000000715965,1064910000000,3.899113540111371,1.3607492298922892,-1.5633848239745545,-0.2455169801995816
114744,puppetry,,,,,,,274,Experimental,Word-Internal,The art of puppetry involves telling stories to entertain audiences.,1,2.1812000000477383,NA,101264,NA,0.568,0.629,0.061,0.8215297450424929,371,339,1.6132000000477382,1064910000000,0.09509160398531331,-2.3529145994974012,NA,0.47821978404666826
114744,cuprates,,,,,,,254,Experimental,Word-Internal,Scientists are conducting experiments with various cuprates to study their unique properties.,1,3.7474999999999454,NA,24978,NA,2.289,2.367,0.078,0.8215297450424929,371,340,1.4584999999999453,1064910000000,0.02345550328196749,-3.7526501300894575,NA,0.3774085103256015
114744,scooped up,,,,,,,75,Experimental,Phrasal Verb,He scooped up a handful of sand and threw it into the water.,1,1.5371999999283616,1,275694,0.501171,0.686,0.761,0.075,0.8215297450424929,371,345,0.8511999999283616,1064910000000,0.25888948361833397,-1.351354012523049,-0.6908079187675238,-0.16110816047891877
114744,upcoming,,,,,,,312,Experimental,Word-Internal,The upcoming event promises exciting entertainment and engaging activities.,0,4.297100000023875,NA,1539895,NA,0.188,0.253,0.065,0.8215297450424929,371,350,4.109100000023875,1064910000000,1.4460329980937356,0.36882394373465655,NA,1.4132040264325585
114744,uploaded,,,,,,,202,Experimental,Word-Internal,She uploaded the photos from her vacation onto social media for everyone to see.,1,1.1647999999522654,NA,120453,NA,0.299,0.361,0.062,0.8215297450424929,371,352,0.8657999999522654,1064910000000,0.1131109671239823,-2.1793859321793856,NA,-0.14410134402939037
114744,hangups,,,,,,,246,Experimental,Word-Internal,His emotional hangups prevented him from forming meaningful relationships.,0,4.218899999976202,NA,40579,NA,0.813,0.905,0.092,0.8215297450424929,371,356,3.405899999976202,1064910000000,0.03810556760665221,-3.2673948761174416,NA,1.2255092218494734
114744,offering up,,,,,,,103,Experimental,Phrasal Verb,She is offering up her services to assist with the project.,1,1.9877000000476528,1,88847,0.00587,0.876,0.971,0.095,0.8215297450424929,371,357,1.111700000047653,1064910000000,0.08343146369176738,-2.483729778271821,-5.137900645142132,0.10589037530029714
114744,incorruption,,,,,,,204,Experimental,Word-Internal,The incorruption of his character was evident in every decision he made.,1,2.2170000000000982,NA,52087,NA,0.504,0.58,0.076,0.8215297450424929,371,358,1.7130000000000982,1064910000000,0.048912114638795766,-3.017730170059913,NA,0.5382462193420402
114744,propped up,,,,,,,77,Experimental,Phrasal Verb,"The pillows propped up her back, providing comfort.",1,2.2998999999761054,1,421986,0.462058,0.931,1.007,0.076,0.8215297450424929,371,360,1.3688999999761053,1064910000000,0.39626447305406093,-0.9256734294001033,-0.7720648546544846,0.31400749760187413
114744,drawn up,,,,,,,25,Experimental,Phrasal Verb,The contract was drawn up and signed by both parties.,0,3.410000000000082,1,1919276,0.072789,1.142,1.243,0.101,0.8215297450424929,371,361,2.268000000000082,1064910000000,1.8022893953479637,0.5890577430443453,-2.6201904340971844,0.8188983858655418
114744,rupture,,,,,,,322,Experimental,Word-Internal,The sudden rupture in the water pipe caused a flood in the basement.,1,2.5298999999761236,NA,3078278,NA,0.711,0.785,0.074,0.8215297450424929,371,363,1.8188999999761237,1064910000000,2.890646157891277,1.0614800611785777,NA,0.5982319227505309
114744,clears up,,,,,,,120,Experimental,Phrasal Verb,"Just in time for the outdoor event, the weather clears up.",0,3.163899999976138,0,64469,0.082156465,2.43,2.528,0.098,0.8215297450424929,371,365,0.733899999976138,1064910000000,0.06053938830511499,-2.80446107941855,-2.4991297400907815,-0.30938249946363394
114744,ruptured,,,,,,,300,Experimental,Word-Internal,The ruptured pipe caused a water leak that flooded the basement.,1,1.588299999952369,NA,833705,NA,0.4,0.484,0.084,0.8215297450424929,371,366,1.1882999999523691,1064910000000,0.7828877557727884,-0.24476594477060593,NA,0.1725237142737604
114744,bricked up,,,,,,,80,Experimental,Phrasal Verb,"They bricked up the entrance, preventing anyone from entering.",1,1.4026000000237673,1,20389,0.389021,0.605,0.653,0.048,0.8215297450424929,371,369,0.7976000000237673,1064910000000,0.01914621892929919,-3.9556500277955133,-0.9441219522449701,-0.22614806030470996
114425,swim up,,,,,,,142,Experimental,Phrasal Verb,The fish swim up the stream during spawning season.,1,1.565999999999974,0,29188,0.007008684,0.962,1.023,0.061,0.9114285714285715,368,17,0.6039999999999741,1064910000000,0.02740888901409509,-3.596887901626977,-4.960605327371158,-0.5041810810473649
114425,shored up,,,,,,,60,Experimental,Phrasal Verb,They shored up the building's foundation to prevent further damage.,1,1.0199000000059186,1,58459,1.928067,0.438,0.489,0.051,0.9114285714285715,368,18,0.5819000000059187,1064910000000,0.054895718887042096,-2.9023199137068634,0.656517946621895,-0.5414566673093415
114425,built up,,,,,,,20,Experimental,Phrasal Verb,"Over the years, they built up a successful business.",1,1.8827000000179055,1,2506109,0.057947,1.417,1.496,0.079,0.9114285714285715,368,19,0.46570000001790546,1064910000000,2.353352865500371,0.855841062590291,-2.848226479302603,-0.764213628955357
114425,rose up,,,,,,,43,Experimental,Phrasal Verb,The crowd rose up and cheered for their favorite team.,1,1.6144000000059577,0,1041809,0.029747,0.866,0.965,0.099,0.9114285714285715,368,24,0.7484000000059577,1064910000000,0.9783070869838766,-0.021931663362353006,-3.5150269924113613,-0.28981768457424184
114425,uplifted,,,,,,,295,Experimental,Word-Internal,She felt uplifted by the encouraging words of her friends and family.,1,1.217700000017885,NA,562437,NA,0.469,0.554,0.085,0.9114285714285715,368,27,0.7487000000178851,1064910000000,0.5281544919288954,-0.6383664397242438,NA,-0.2894169097216094
114425,upright,,,,,,,333,Experimental,Word-Internal,"She stood upright, with her shoulders back and head held high.",1,1.134099999994021,NA,4937976,NA,0.58,0.666,0.086,0.9114285714285715,368,28,0.5540999999940209,1064910000000,4.636989041327436,1.5340652420956484,NA,-0.5904101031196237
114425,shrivel up,,,,,,,86,Experimental,Phrasal Verb,"Under the scorching sun, the grapes shrivel up and turn into raisins.",1,3.0514000000059127,0,39647,0.333313717,2.362,2.472,0.11,0.9114285714285715,368,29,0.6894000000059126,1064910000000,0.03723037627592942,-3.2906302843548856,-1.09867113939978,-0.37193362489079557
114425,wind up,,,,,,,47,Experimental,Phrasal Verb,Please wind up the hose and put it away.,1,1.4023000000119623,1,894872,0.028373,0.733,0.783,0.05,0.9114285714285715,368,31,0.6693000000119623,1064910000000,0.8403264125606859,-0.17396487624314386,-3.562317290246223,-0.4015228888576676
114425,abruptly,,,,,,,331,Experimental,Word-Internal,"Abruptly, the music stopped, leaving the audience in silence.",1,1.892900000005966,NA,4660340,NA,0.4,0.48,0.08,0.9114285714285715,368,32,1.492900000005966,1064910000000,4.376275929421266,1.4761981183011799,NA,0.40072053708140365
114425,ketchup,,,,,,,285,Experimental,Word-Internal,She added a bit of ketchup to her burger for an extra burst of flavor.,0,4.3315000000000055,NA,373916,NA,1.148,1.222,0.074,0.9114285714285715,368,33,3.1835000000000058,1064910000000,0.3511245081743997,-1.046614394272417,NA,1.1579812204749447
114425,suppertime,,,,,,,221,Experimental,Word-Internal,They gathered around the table at suppertime to enjoy a delicious meal together.,1,2.4373000000119305,NA,93777,NA,1.501,1.579,0.078,0.9114285714285715,368,36,0.9363000000119306,1064910000000,0.08806096289827309,-2.4297259441438697,NA,-0.06581934102455134
114425,voluptuously,,,,,,,223,Experimental,Word-Internal,"The dancers moved across the stage voluptuously, captivating the audience.",1,2.547999999999945,NA,39232,NA,1.894,1.966,0.072,0.9114285714285715,368,39,0.6539999999999451,1064910000000,0.03684067198166981,-3.3011528272166046,NA,-0.42464792752502234
114425,matchups,,,,,,,249,Experimental,Word-Internal,The next basketball tournament will feature exciting matchups between the top teams in the league.,1,3.244400000005953,NA,19118,NA,2.595,2.678,0.083,0.9114285714285715,368,42,0.649400000005953,1064910000000,0.017952690837723377,-4.0200152678887795,NA,-0.43170641930422454
114425,flipped up,,,,,,,117,Experimental,Phrasal Verb,"Her umbrella flipped up, turning inside out in the gust of wind.",1,1.5760999999940282,1,34595,0.0214,0.991,1.126,0.135,0.9114285714285715,368,43,0.5850999999940282,1064910000000,0.0324863133973763,-3.4269364045795765,-3.844364356954331,-0.5359725061981532
114425,give up,,,,,,,5,Experimental,Phrasal Verb,Don't give up your dreams; keep working towards them.,1,1.0675999999940586,1,7285790,0.053753,0.454,0.533,0.079,0.9114285714285715,368,44,0.6135999999940587,1064910000000,6.841695542346302,1.9230355872236635,-2.923355799578417,-0.48841202893877333
114425,quintuplets,,,,,,,247,Experimental,Word-Internal,The family was delighted to welcome quintuplets into their family.,1,2.734699999988095,NA,32634,NA,1.741,1.822,0.081,0.9114285714285715,368,46,0.9936999999880949,1064910000000,0.03064484322618813,-3.485290877861472,NA,-0.006319928756799969
114425,upbraided,,,,,,,211,Experimental,Word-Internal,She upbraided her colleagues for their unprofessional behavior during the meeting.,1,1.2820999999940454,NA,115553,NA,0.328,0.436,0.108,0.9114285714285715,368,47,0.9540999999940454,1064910000000,0.10850963931224235,-2.2209162683603156,NA,-0.046986791230577904
114425,nonbankruptcy,,,,,,,235,Experimental,Word-Internal,"Despite the financial challenges, the company managed to avoid nonbankruptcy status.",1,4.186199999988048,NA,39735,NA,3.49,3.593,0.103,0.9114285714285715,368,49,0.6961999999880479,1064910000000,0.037313012367242306,-3.288413156138208,NA,-0.3621183036219661
114425,roughed up,,,,,,,70,Experimental,Phrasal Verb,"The dangerous waves roughed up the boat, making it difficult to navigate.",1,2.1784999999999854,1,47121,0.660847,1.532,1.608,0.076,0.9114285714285715,368,50,0.6464999999999854,1064910000000,0.044248809758571143,-3.117926806001346,-0.41423293339670597,-0.43618208077024745
114425,thought up,,,,,,,194,Experimental,Phrasal Verb,He thought up a brilliant idea overnight.,1,1.5183999999761681,1,155458,9.17e-4,0.458,0.514,0.056,0.9114285714285715,368,56,1.0603999999761682,1064910000000,0.14598228958315726,-1.9242699688567033,-6.994403085707809,0.05864619541025906
114425,upperparts,,,,,,,275,Experimental,Word-Internal,The upperparts of the building were adorned with intricate architectural details.,1,1.094000000000051,NA,109082,NA,0.335,0.445,0.11,0.9114285714285715,368,58,0.759000000000051,1064910000000,0.10243306946126902,-2.2785456745542,NA,-0.27575350158643996
114425,beefing up,,,,,,,57,Experimental,Phrasal Verb,They're beefing up security in the building after recent incidents.,0,3.9756000000237464,1,26549,2.715177,0.72,0.774,0.054,0.9114285714285715,368,62,3.2556000000237466,1064910000000,0.02493074532120085,-3.6916534853351664,0.9988571446310691,1.1803765904780434
114425,sprung up,,,,,,,78,Experimental,Phrasal Verb,The flowers sprung up after a long winter.,1,1.8102999999820213,0,515862,0.414727,1.099,1.218,0.119,0.9114285714285715,368,65,0.7112999999820213,1064910000000,0.484418401555061,-0.724806279678205,-0.8801348065427035,-0.34066099726794336
114425,upstart,,,,,,,283,Experimental,Word-Internal,The ambitious entrepreneur aimed to become an upstart in the tech industry.,1,3.2092000000178587,NA,346318,NA,2.243,2.378,0.135,0.9114285714285715,368,66,0.9662000000178588,1064910000000,0.3252087030828896,-1.123288139419076,NA,-0.03438442684334724
114425,lifted up,,,,,,,50,Experimental,Phrasal Verb,He lifted up the box with great effort.,1,1.1346000000238519,1,869899,0.081035,0.581,0.639,0.058,0.9114285714285715,368,67,0.5536000000238519,1064910000000,0.8168756045111794,-0.20226845457493675,-2.512874118872054,-0.5913128746355921
114425,closeups,,,,,,,263,Experimental,Word-Internal,The photographer captured closeups of the intricate details on the flower petals.,1,2.1686000000238437,NA,52929,NA,1.555,1.638,0.083,0.9114285714285715,368,69,0.6136000000238437,1064910000000,0.04970279178522129,-3.001694174716312,NA,-0.48841202889023183
114425,upperclassmen,,,,,,,269,Experimental,Word-Internal,"The upperclassmen welcomed the incoming freshmen, sharing their experiences and offering guidance.",1,1.0309000000059996,NA,86992,NA,0.186,0.259,0.073,0.9114285714285715,368,70,0.8449000000059996,1064910000000,0.08168953244875153,-2.504829407126786,NA,-0.16853700181623693
114425,whereupon,,,,,,,239,Experimental,Word-Internal,"She completed her degree, whereupon she embarked on a successful career.",0,5.20799999999997,NA,1900184,NA,1.574,1.672,0.098,0.9114285714285715,368,74,3.63399999999997,1064910000000,1.7843611197190372,0.5790604350405503,NA,1.2903339699739713
114425,sauntered up,,,,,,,128,Experimental,Phrasal Verb,He sauntered up to the counter and placed his order.,0,3.3025999999940723,0,27088,0.069381158,0.463,0.543,0.08,0.9114285714285715,368,75,2.839599999994072,1064910000000,0.02543689138049225,-3.671554742139571,-2.668139946890862,1.0436631971810062
114425,upsurge,,,,,,,233,Experimental,Word-Internal,There was an upsurge in attendance at the concert after the popular band was announced.,1,1.6930999999940468,NA,450244,NA,0.653,0.743,0.09,0.9114285714285715,368,78,1.0400999999940468,1064910000000,0.4228000488304176,-0.8608559094931151,NA,0.039316862371226696
114425,divided up,,,,,,,119,Experimental,Phrasal Verb,"Among the team members, they divided up the responsibilities.",1,2.583699999987971,1,296575,0.012302929,1.841,1.892,0.051,0.9114285714285715,368,79,0.7426999999879709,1064910000000,0.2784977134217915,-1.2783454299831836,-4.3979179148709315,-0.29746308432308277
114425,upsidedown,,,,,,,241,Experimental,Word-Internal,The acrobat performed an incredible stunt while hanging upside down.,1,3.2217999999821814,NA,41973,NA,2.538,2.651,0.113,0.9114285714285715,368,80,0.68379999998218155,1064910000000,0.039414598416767616,-3.2336190131110922,NA,-0.3800898018029941
114425,puffed up,,,,,,,95,Experimental,Phrasal Verb,"After receiving recognition for his accomplishments, his pride puffed up.",0,5.409199999988118,0,211460,0.272954807,3.543,3.635,0.092,0.9114285714285715,368,81,1.866199999988118,1064910000000,0.19857077123888403,-1.6166097122259702,-1.2984490396253292,0.6239042778114177
114425,upstream,,,,,,,319,Experimental,Word-Internal,"The river flowed swiftly upstream, carrying debris along with it.",1,2.1685999999940577,NA,2366415,NA,1.196,1.267,0.071,0.9114285714285715,368,82,0.9725999999940578,1064910000000,2.2221737048201256,0.7984858631484884,NA,-0.027782381018561262
114425,disruption,,,,,,,323,Experimental,Word-Internal,The technological disruption revolutionized the way we communicate.,0,4.283099999994079,NA,3148316,NA,1.309,1.378,0.069,0.9114285714285715,368,85,2.9740999999940785,1064910000000,2.9564150961114084,1.0839774181634974,NA,1.0899414722184875
114425,geared up,,,,,,,181,Experimental,Phrasal Verb,They geared up for the intense competition.,1,1.5519000000059577,1,61290,0.040925,0.771,0.883,0.112,0.9114285714285715,368,87,0.7809000000059577,1064910000000,0.057554159506437164,-2.85502887003271,-3.196014155724938,-0.24730817830587837
114425,uppermost,,,,,,,303,Experimental,Word-Internal,The safety of the climbers was the uppermost priority for the rescue team.,1,2.3699000000059414,NA,933894,NA,1.582,1.683,0.101,0.9114285714285715,368,90,0.7879000000059413,1064910000000,0.8769698847789954,-0.13128262610605243,NA,-0.23838410072295396
114425,penned up,,,,,,,176,Experimental,Phrasal Verb,They penned up the horses in the stable.,1,2.923000000000002,1,43081,0.054444,0.503,0.571,0.068,0.9114285714285715,368,93,2.4200000000000017,1064910000000,0.04045506193011616,-3.2075635028839025,-2.91058262851231,0.8837675401685957
114425,hiccups,,,,,,,277,Experimental,Word-Internal,"After drinking soda too quickly, he couldn't stop the hiccups that followed.",0,5.030500000000075,NA,156440,NA,2.824,2.88,0.056,0.9114285714285715,368,95,2.2065000000000747,1064910000000,0.14690443323848965,-1.9179730176430372,NA,0.7914075497274987
114425,end up,,,,,,,10,Experimental,Phrasal Verb,"Despite the challenges, we will all end up succeeding in our endeavors.",0,5.024999999999977,0,4458445,0.026937,2.107,2.167,0.06,0.9114285714285715,368,96,2.917999999999977,1064910000000,4.186687137880196,1.4319097619810548,-3.6142544727753556,1.070898450100586
114425,wraps up,,,,,,,172,Experimental,Phrasal Verb,She oftens wraps up the gifts with colorful paper.,1,1.740000000000009,1,31440,0.034854,0.993,1.097,0.104,0.9114285714285715,368,97,0.7470000000000091,1064910000000,0.029523621714511086,-3.522564599969345,-3.3565873707436866,-0.29169009384930755
114425,corrupters,,,,,,,255,Experimental,Word-Internal,The investigation revealed a network of corrupters who had been bribing government officials.,0,5.0355999999940195,NA,26499,NA,2.191,2.261,0.07,0.9114285714285715,368,99,2.8445999999940197,1064910000000,0.024883792996591263,-3.693538571099246,NA,1.0454224601518882
114425,hit up,,,,,,,147,Experimental,Phrasal Verb,He decided to hit up his old friend to see if he wanted to hang out.,1,1.5688000000119473,1,26518,0.001017902,0.909,0.988,0.079,0.9114285714285715,368,102,0.6598000000119473,1064910000000,0.024901634879942906,-3.6928218198378238,-6.890011632678359,-0.41581852016954857
114425,hooking up,,,,,,,188,Experimental,Phrasal Verb,They're hooking up the new TV to the cable box.,1,1.0076999999880627,1,92519,0.35203,0.466,0.519,0.053,0.9114285714285715,368,106,0.5416999999880627,1064910000000,0.08687964241109578,-2.4432315386993677,-1.0440388797429503,-0.6130429363403206
114425,upheaval,,,,,,,309,Experimental,Word-Internal,The unexpected announcement caused an upheaval in the company.,1,2.5175999999939904,NA,1146994,NA,1.981,2.085,0.104,0.9114285714285715,368,107,0.5365999999939903,1064910000000,1.077080692265074,0.0742543185478489,NA,-0.6225023410018128
114425,suppose,,,,,,,347,Experimental,Word-Internal,"Suppose we leave early, we should arrive on time.",1,6.203400000006013,NA,30695441,NA,0.45,0.516,0.066,0.9114285714285715,368,111,5.753400000006013,1064910000000,28.82444619733123,3.3612238533888146,NA,1.7497909844065986
114425,speedups,,,,,,,257,Experimental,Word-Internal,The new technology resulted in significant speedups in data processing.,1,3.3519000000059123,NA,26692,NA,2.561,2.641,0.08,0.9114285714285715,368,112,0.7909000000059123,1064910000000,0.025065028969584284,-3.6862816724889904,NA,-0.23458374144929006
114425,tidying up,,,,,,,65,Experimental,Phrasal Verb,I'm tidying up my room before guests come over.,1,1.7003999999761845,1,76002,1.131403,0.768,0.872,0.104,0.9114285714285715,368,113,0.9323999999761845,1064910000000,0.07136941149956334,-2.6398859118008002,0.12345845550551345,-0.06999337184607714
114425,got up,,,,,,,7,Experimental,Phrasal Verb,I got up early to catch the sunrise.,1,1.2826000000238764,0,5106136,0.044536,0.277,0.327,0.05,0.9114285714285715,368,114,1.0056000000238763,1064910000000,4.794899099454414,1.5675526652473475,-3.1114574281009304,0.0055843783176439355
114425,hung up,,,,,,,22,Experimental,Phrasal Verb,She hung up the phone and sighed in frustration.,1,1.3761999999881027,1,2282053,0.199488,0.464,0.536,0.072,0.9114285714285715,368,115,0.9121999999881027,1064910000000,2.142953864645839,0.7621851878629853,-1.6120011948372652,-0.09189601471757937
114425,upheld,,,,,,,321,Experimental,Word-Internal,"The court upheld the decision, affirming the defendant's guilt.",1,1.5431000000238555,NA,2742582,NA,0.479,0.544,0.065,0.9114285714285715,368,118,1.0641000000238554,1064910000000,2.5754120066484494,0.9460095238985737,NA,0.062129371487967176
114425,matching up,,,,,,,104,Experimental,Phrasal Verb,"He was known for quickly matching up the puzzle pieces, easily forming the complete picture.",1,2.1020999999940386,1,27456,0.004145078,1.193,1.281,0.088,0.9114285714285715,368,120,0.9090999999940386,1064910000000,0.025782460489618842,-3.658060844224799,-5.485833672719098,-0.09530017986088204
114425,plugged up,,,,,,,168,Experimental,Phrasal Verb,The sink is plugged up and needs fixing.,1,1.8843000000118764,1,24965,0.028328,1.082,1.182,0.1,0.9114285714285715,368,121,0.8023000000118763,1064910000000,0.023443295677568997,-3.753170723577778,-3.5639045641725344,-0.22027267620772395
114425,dished up,,,,,,,94,Experimental,Phrasal Verb,She dished up a delicious meal to her family.,1,1.9351999999880718,1,33678,0.273680276,0.675,0.764,0.089,0.9114285714285715,368,133,1.2601999999880718,1064910000000,0.0316252077640364,-3.4538007623422335,-1.2957947298362429,0.2312704385163527
114425,uppers,,,,,,,327,Experimental,Word-Internal,The doctor prescribed uppers to help improve her energy levels.,1,1.8835999999940896,NA,136709,NA,1.246,1.363,0.117,0.9114285714285715,368,134,0.6375999999940896,1064910000000,0.12837610690105267,-2.0527909883670614,NA,-0.4500441515154016
